submitted_on  ,latitude  ,longitude  ,gps_method  ,district  ,traditional_authority  ,group_village_headman  ,village  ,well_being_analysis  ,household_id  ,respondent_gender  ,attended_school  ,highest_education_qualification  ,marital_status  ,religion  ,main_income_source  ,monthly_family_income  ,household_size  ,main_water_source  ,waterpoint_functional_status  ,nonfunctional_reason  ,waterpoint_current_issues  ,waterpoint_current_problem  ,waterpoint_current_problem_other  ,water_collection_time_minutes  ,seasonal_water_shortage  ,shortage_months  ,daily_water_use_buckets  ,has_water_tariff  ,no_tariff_reason  ,no_tariff_reason_other  ,waterpoint_breakdown_response  ,willing_to_pay_for_improvement  ,current_tariff_kwacha  ,current_tariff_unknown  ,max_tariff_willing_to_pay  ,satisfaction_service_level  ,satisfaction_maintenance_fund  ,satisfaction_sanitation_hygiene  ,satisfaction_theft_protection  ,satisfaction_water_quality  
9/21/2021,-14.7016765,34.9757138,GPS,Mangochi,Chilipa,Bwanado,Bwanado 2,Stepping-out,68,Female,Yes,Primary,Married ,Muslim, Income from piecework or ganyu,"Below K100,000",4,Borehole or tubewell,Functional,NA,No,NA,NA,18,No,NA,6,Yes ,NA,NA,NA,NA,100,NA,50, Satisfied, Satisfied, Satisfied, Somewhat satisfied, Very satisfied
9/21/2021,-14.7018808,34.9751399,GPS,Mangochi,Chilipa,Bwanado,Bwanado 2,Stepping-up,49,Female,Yes,Primary,Married ,Muslim, Income from piecework or ganyu,"Below K100,000",5,Borehole or tubewell,Functional,NA,No,NA,NA,20,No,NA,8,Yes ,NA,NA,NA,NA,100,NA,100, Satisfied, Satisfied, Satisfied, Somewhat satisfied, Very satisfied
9/21/2021,-14.7537383,35.0124146,GPS,Mangochi,Chilipa,Nasuluma,Gwembe,Stepping-up,5,Female,No,NA,Married ,Christian,Farming,"Below K100,000",2,Borehole or tubewell,Functional,NA,No,NA,NA,40,No,NA,4,Yes ,NA,NA,NA,NA,100,NA,100, Satisfied, Satisfied, Satisfied, Satisfied, Very satisfied
9/21/2021,-14.765727,35.0054802,GPS,Mangochi,Chilipa,Nasuluma,Gwembe,Hanging-in,19,Female,Yes,Primary,Widowed,Christian,Farming,"Below K100,000",5, Protected dug well,Functional,NA,No,NA,NA,15,No,NA,7,Yes ,NA,NA,NA,NA,100,NA,100, Very satisfied, Satisfied, Very satisfied, Somewhat satisfied, Very satisfied
9/21/2021,-14.7015322,34.9765319,GPS,Mangochi,Chilipa,Bwanado,Bwanado 2,Hanging-in,35,Female,Yes,Secondary,Single,Muslim, Income from piecework or ganyu,"Below K100,000",6,Borehole or tubewell,Functional,NA,No,NA,NA,20,No,NA,10,Yes ,NA,NA,NA,NA,200,NA,100, Satisfied, Satisfied, Satisfied, Somewhat satisfied, Very satisfied
9/21/2021,-14.483296,35.2642037,Map,Mangochi,Chowe,Dimu,Kazembe,Stepping-up,31,Female,No,NA,Married ,Muslim, Income from piecework or ganyu,"Below K100,000",4,Borehole or tubewell,Functional,NA,No,NA,NA,50,No,NA,5,Yes ,NA,NA,NA,NA,500,NA,200, Satisfied, Very satisfied, Satisfied, Somewhat satisfied, Satisfied
9/21/2021,-14.483296,35.2642037,Map,Mangochi,Chowe,Dimu,Kazembe,Stepping-up,36,Female,Yes,Primary,Married ,Muslim, Income from piecework or ganyu,"Below K100,000",4, Surface water,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Other,Use water from the Lake,Abandon / Nothing,No,NA,NA,NA, Dissatisfied, Dissatisfied, Dissatisfied, Dissatisfied, Somewhat satisfied
9/21/2021,-14.483296,35.2642037,Map,Mangochi,Chowe,Dimu,Maluwa,Stepping-up,154,Female,Yes,Primary,Married ,Muslim,Farming,"Below K100,000",5, Surface water,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Other,They use water from the Lake,Abandon / Nothing,No,NA,NA,NA, Dissatisfied, Dissatisfied, Dissatisfied, Dissatisfied, Somewhat satisfied
9/21/2021,-14.483296,35.2642037,Map,Mangochi,Chowe,Dimu,Kazembe,Stepping-up,72,Female,Yes,Primary,Single,Muslim, Income from piecework or ganyu,"Below K100,000",5,Borehole or tubewell,Functional,NA,No,NA,NA,60,No,NA,4,No, External Support e.g. Member of Parliament pays for maintenance when it's needed,NA, Contribute to maintain,Yes ,NA,NA,NA, Somewhat satisfied, Somewhat satisfied, Satisfied, Dissatisfied, Somewhat satisfied
9/21/2021,-14.483296,35.2642037,Map,Mangochi,Chowe,Dimu,Kazembe,Stepping-up,89,Male ,No,NA,Single,Muslim, Income from piecework or ganyu,"Below K100,000",4,Borehole or tubewell,Functional,NA,No,NA,NA,40,No,NA,6,Yes ,NA,NA,NA,NA,100,NA,100, Somewhat satisfied, Satisfied, Satisfied, Somewhat satisfied, Somewhat satisfied
9/21/2021,-14.483296,35.2642037,Map,Mangochi,Chowe,Dimu,Maluwa,Stepping-up,74,Female,No,NA,Married ,Muslim, Income from piecework or ganyu,"Below K100,000",7, Unprotected dug well,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Other,Un protected dug well,Abandon / Nothing,No,NA,NA,NA, Dissatisfied, Dissatisfied, Somewhat satisfied, Somewhat satisfied, Somewhat satisfied
9/21/2021,-14.483296,35.2642037,Map,Mangochi,Chowe,Dimu,Kazembe,Hanging-in,54,Male ,Yes,Primary,Married ,Muslim, Income from piecework or ganyu,"Below K100,000",5,Borehole or tubewell,Functional,NA,No,NA,NA,60,No,NA,5,Yes ,NA,NA,NA,NA,500,NA,500, Satisfied, Somewhat satisfied, Somewhat satisfied, Somewhat satisfied, Satisfied
9/21/2021,-14.483296,35.2642037,Map,Mangochi,Chowe,Dimu,Maluwa,Stepping-up,144,Male ,Yes,Primary,Married ,Christian, Wages or salary from formal employment,"Below K100,000",4, Unprotected dug well,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes ,NA,NA,NA,NA,500,NA,200, Satisfied, Dissatisfied, Somewhat satisfied, Dissatisfied, Somewhat satisfied
9/21/2021,-14.4832957,35.2642035,Map,Mangochi,Chowe,Dimu,Maluwa,Stepping-up,130,Female,Yes,Primary,Married ,Christian,Farming,"Below K100,000",9, Unprotected dug well,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Other,Un protected dug well,Abandon / Nothing,No,NA,NA,NA,Very Dissatisfied, Dissatisfied,Very Dissatisfied,Very Dissatisfied, Dissatisfied
9/21/2021,-14.4832957,35.2642035,Map,Mangochi,Chowe,Dimu,Maluwa,Stepping-up,176,Female,No,NA,Married ,Muslim, Income from piecework or ganyu,"Below K100,000",8, Unprotected dug well,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Other,Un Protected dug well,Abandon / Nothing,No,NA,NA,NA, Dissatisfied, Dissatisfied, Dissatisfied, Dissatisfied, Dissatisfied
9/21/2021,-14.4832957,35.2642035,Map,Mangochi,Chowe,Dimu,Maluwa,Stepping-up,163,Female,No,NA,Single,Muslim,Farming,"Below K100,000",3,Borehole or tubewell, Partially functional but in need of repair,NA,Yes,"Broken parts,  Poor water quality - Salty,  Low water flow - Low water pressure,  Worn out parts",NA,50,No,NA,4,No,Service provider (e.g. committee) has had no training,NA, Contribute to maintain,Yes ,NA,NA,NA, Dissatisfied, Dissatisfied, Dissatisfied, Dissatisfied, Dissatisfied
9/21/2021,-14.4832957,35.2642035,Map,Mangochi,Chowe,Dimu,Maluwa,Stepping-up,72,Female,No,NA,Married ,Muslim, Income from piecework or ganyu,"Below K100,000",8, Unprotected dug well,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Other,Un Protected dug well,Abandon / Nothing,No,NA,NA,NA, Dissatisfied, Dissatisfied, Dissatisfied, Dissatisfied, Dissatisfied
9/21/2021,-14.4832957,35.2642035,Map,Mangochi,Chowe,Dimu,Maluwa,Stepping-up,78,Female,Yes,Primary,Married ,Muslim,Farming,"Below K100,000",5, Protected dug well, Partially functional but in need of repair,NA,Yes," Low water flow - Low water pressure,  Worn out parts,  Poor water quality - Salty",NA,60,No,NA,12,No,Other,Lack of trust between water point committees and communities, Contribute to maintain,Yes ,NA,NA,NA, Somewhat satisfied, Dissatisfied, Satisfied, Somewhat satisfied, Somewhat dissatisfied
9/21/2021,-14.4832957,35.2642035,Map,Mangochi,Chowe,Dimu,Maluwa,Stepping-up,70,Male ,Yes,Primary,Single,Christian,Farming,"Below K100,000",6, Unprotected dug well,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Other,Its a protected dug well,Abandon / Nothing,No,NA,NA,NA,Very Dissatisfied, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied, Dissatisfied,Very Dissatisfied
9/21/2021,-14.4832957,35.2642035,Map,Mangochi,Chowe,Dimu,Maluwa,Stepping-up,93,Male ,Yes,Primary,Married ,Christian,Farming,"Below K100,000",10, Unprotected dug well,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Other,Its unprotected shallow well,Abandon / Nothing,No,NA,NA,NA,Very Dissatisfied,Very Dissatisfied, Dissatisfied, Dissatisfied, Dissatisfied
9/21/2021,-14.4832957,35.2642035,Map,Mangochi,Chowe,Dimu,Maluwa,Hanging-in,227,Male ,Yes,Primary,Married ,Christian, Business or trading activities,"Below K100,000",2, Unprotected dug well,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Other,Un protected dug well,Abandon / Nothing,No,NA,NA,NA, Dissatisfied, Dissatisfied, Dissatisfied, Dissatisfied, Dissatisfied
9/21/2021,-14.4832957,35.2642035,Map,Mangochi,Chowe,Dimu,Maluwa,Stepping-up,121,Male ,Yes,Primary,Married ,Muslim, Business or trading activities,"Below K100,000",5, Unprotected dug well,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Other,Un protected dug well,Abandon / Nothing,No,NA,NA,NA, Dissatisfied, Dissatisfied, Dissatisfied, Dissatisfied, Dissatisfied
9/21/2021,-15.2365479,35.4652439,GPS,Zomba,Kuntumanji,Bamusi,Mbela Ndumba,Hanging-in,43,Male ,No,NA,Divorced,Muslim, Income from piecework or ganyu,"Below K100,000",4,Borehole or tubewell,Functional,NA,No,NA,NA,15,No,NA,5,Yes ,NA,NA,NA,NA,300,NA,200, Very satisfied, Very satisfied, Satisfied, Somewhat satisfied, Satisfied
9/22/2021,-15.4880762,35.2903985,GPS,Zomba,Chikowi,Matache,Kukanga,Stepping-up,89,Male ,Yes,Primary,Married ,Muslim, Income from piecework or ganyu,"Below K100,000",4, Protected dug well,Functional,NA,Yes, Low water flow - Low water pressure,NA,10,Yes,October,5,No,Service provider (e.g. committee) has had no training,NA, Don't know,No,NA,NA,NA, Very satisfied, Satisfied, Somewhat satisfied, Satisfied, Satisfied
9/22/2021,-15.4882865,35.2916429,GPS,Zomba,Chikowi,Matache,Kukanga,Stepping-out,137,Male ,Yes,Primary,Married ,Christian, Business or trading activities,"Below K100,000",12,Borehole or tubewell,Functional,NA,Yes, Bad taste or colour,NA,10,Yes,October,6,Yes ,NA,NA,NA,NA,500,NA,NA, Very satisfied, Very satisfied, Satisfied, Satisfied, Satisfied
9/22/2021,-15.4803847,35.5264776,GPS,Zomba,Mwambo,Chauya,Chitowe,Stepping-up,1,Female,Yes,Primary,Married ,Christian,Farming,"Below K100,000",2,Borehole or tubewell,Functional,NA,No,NA,NA,10,No,NA,6,Yes ,NA,NA,NA,NA,300,NA,200, Satisfied, Satisfied, Satisfied, Satisfied, Satisfied
9/22/2021,-15.4775526,35.5268438,GPS,Zomba,Mwambo,Chauya,Chitowe,Stepping-up,18,Male ,Yes,Primary,Married ,Muslim,Farming,"Below K100,000",3,Borehole or tubewell,Functional,NA,No,NA,NA,15,No,NA,4,Yes ,NA,NA,NA,NA,200,NA,2000, Very satisfied, Very satisfied, Very satisfied, Very satisfied, Very satisfied
9/22/2021,-15.4806848,35.5253047,GPS,Zomba,Mwambo,Chauya,Chitowe,Hanging-in,16,Female,Yes,Primary,Married ,Christian, Business or trading activities,"Below K100,000",6,Borehole or tubewell,Functional,NA,No,NA,NA,30,No,NA,6,Yes ,NA,NA,NA,NA,900,NA,2000, Very satisfied, Somewhat satisfied, Dissatisfied, Neither satisfied nor dissatisfied, Somewhat satisfied
9/22/2021,-15.480572,35.5256981,GPS,Zomba,Mwambo,Chauya,Chitowe,Stepping-up,12,Male ,Yes,Primary,Married ,Christian,Farming,"Below K100,000",4,Borehole or tubewell,Functional,NA,No,NA,NA,15,No,NA,3,Yes ,NA,NA,NA,NA,300,NA,500, Satisfied, Satisfied, Very satisfied, Very satisfied, Satisfied
9/22/2021,-15.4769894,35.5264815,GPS,Zomba,Mwambo,Chauya,Chitowe,Hanging-in,31,Male ,Yes,Primary,Married ,Christian,Farming,"Below K100,000",2, Unprotected dug well,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Other,Unprotected dug well , Never experience breakdown,Yes ,NA,NA,NA, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied, Neither satisfied nor dissatisfied
9/22/2021,-15.4882117,35.2921695,GPS,Zomba,Chikowi,Matache,Kukanga,Stepping-up,79,Female,Yes,Secondary,Married ,Christian, Business or trading activities,"Below K100,000",4,Borehole or tubewell,Functional,NA,Yes,Broken parts,NA,10,Yes,October,5,Yes ,NA,NA,NA,NA,100,NA,NA, Satisfied, Satisfied, Satisfied, Satisfied, Satisfied
9/22/2021,-15.4770536,35.5266603,GPS,Zomba,Mwambo,Chauya,Chitowe,Hanging-in,27,Male ,Yes,Primary,Married ,Christian, Income from piecework or ganyu,"Below K100,000",3, Unprotected dug well,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Other,Don't know. People paid when the well was being constructed, Never experience breakdown,Yes ,NA,NA,NA, Dissatisfied, Neither satisfied nor dissatisfied,Very Dissatisfied, Satisfied, Satisfied
9/22/2021,-15.4767181,35.5262276,GPS,Zomba,Mwambo,Chauya,Chitowe,Stepping-up,3,Female,Yes,Primary,Single,Christian, Business or trading activities,"Below K100,000",8,Borehole or tubewell,Functional,NA,No,NA,NA,20,No,NA,8,Yes ,NA,NA,NA,NA,600,NA,250, Very satisfied, Very satisfied, Satisfied, Somewhat satisfied, Very satisfied
9/22/2021,-15.4806392,35.5254798,GPS,Zomba,Mwambo,Chauya,Chitowe,Hanging-in,14,Female,Yes,Primary,Married ,Christian, Business or trading activities,"Below K100,000",4,Borehole or tubewell,Functional,NA,No,NA,NA,60,No,NA,3,Yes ,NA,NA,NA,NA,900,NA,1000, Very satisfied, Very satisfied, Satisfied, Somewhat satisfied, Somewhat dissatisfied
9/22/2021,-15.4810441,35.5251466,GPS,Zomba,Mwambo,Chauya,Chitowe,Well-off,17,Male ,Yes,Primary,Married ,Christian,Farming,"Below K100,000",5,Borehole or tubewell,Functional,NA,No,NA,NA,20,No,NA,6,Yes ,NA,NA,NA,NA,600,NA,200, Satisfied, Satisfied, Satisfied, Satisfied, Dissatisfied
9/22/2021,-15.4768123,35.5271871,GPS,Zomba,Mwambo,Chauya,Chitowe,Hanging-in,22,Female,No,NA,Married ,Christian,Farming,"Below K100,000",9,Borehole or tubewell,Functional,NA,No,NA,NA,30,No,NA,3,Yes ,NA,NA,NA,NA,300,NA,NA, Very satisfied, Very satisfied, Very satisfied, Very satisfied, Very satisfied
9/22/2021,-15.4806844,35.5257032,GPS,Zomba,Mwambo,Chauya,Chitowe,Hanging-in,15,Female,Yes,Secondary,Married ,Christian, Business or trading activities,"Below K100,000",3,Borehole or tubewell,Functional,NA,No,NA,NA,60,No,NA,6,Yes ,NA,NA,NA,NA,300,NA,50000, Very satisfied, Very satisfied, Very satisfied, Very satisfied, Very satisfied
9/22/2021,-14.7245832,35.3677432,GPS,Mangochi,Chiunda,Chimesya,Chimesya 2,Stepping-up,55,Female,Yes,Primary,Married ,Muslim,Farming,"Below K100,000",5,Borehole or tubewell, Partially functional but in need of repair,NA,Yes,"Broken parts,  Worn out parts",NA,30,No,NA,3,Yes ,NA,NA,NA,NA,100,NA,100, Dissatisfied, Dissatisfied, Somewhat satisfied, Satisfied, Somewhat satisfied
9/22/2021,-14.7173962,35.3626798,GPS,Mangochi,Chiunda,Chimesya,Chimesya 2,Stepping-up,23,Female,No,NA,Married ,Christian,Farming,"Below K100,000",3, Unprotected dug well,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Other,No need to contribute , Never experience breakdown,Don't know ,NA,NA,NA, Dissatisfied, Dissatisfied, Somewhat dissatisfied, Dissatisfied, Somewhat satisfied
9/22/2021,-15.4878047,35.2923993,GPS,Zomba,Chikowi,Matache,Kukanga,Stepping-up,77,Female,Yes,Secondary,Married ,Christian,Farming,"Below K100,000",7,Borehole or tubewell,Functional,NA,Yes, Low water flow - Low water pressure,NA,8,Yes,October,5,No,Service provider (e.g. committee) has had no training,NA, Report to private contractor Includes Area Mechanic,Yes ,NA,NA,NA, Very satisfied, Satisfied, Satisfied, Satisfied, Satisfied
9/22/2021,-15.4768784,35.5278974,GPS,Zomba,Mwambo,Chauya,Chitowe,Hanging-in,25,Female,Yes,Primary,Married ,Christian,Farming,"Below K100,000",7,Borehole or tubewell,Functional,NA,No,NA,NA,10,No,NA,4,Yes ,NA,NA,NA,NA,600,NA,5000, Very satisfied, Satisfied, Satisfied, Very satisfied, Very satisfied
9/22/2021,-14.7194612,35.3609356,GPS,Mangochi,Chiunda,Chimesya,Chimesya 2,Hanging-in,26,Female,No,NA,Divorced,Christian,Farming,"Below K100,000",1, Unprotected dug well,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Other,No need to contribute , Never experience breakdown,Don't know ,NA,NA,NA, Dissatisfied, Dissatisfied, Dissatisfied, Dissatisfied, Somewhat satisfied
9/22/2021,-15.4774347,35.5291495,GPS,Zomba,Mwambo,Chauya,Chitowe,Stepping-up,29,Female,Yes,Secondary,Divorced,Christian, Business or trading activities,"Below K100,000",4,Borehole or tubewell,Functional,NA,No,NA,NA,60,No,NA,5,Yes ,NA,NA,NA,NA,300,NA,300, Very satisfied, Very satisfied, Very satisfied, Somewhat satisfied, Very satisfied
9/22/2021,-14.7248793,35.359952,GPS,Mangochi,Chiunda,Chimesya,Chimesya 2,Stepping-up,87,Female,No,NA,Married ,Christian,Farming,"Below K100,000",4,Borehole or tubewell,Functional,NA,No,NA,NA,30,No,NA,2,Yes ,NA,NA,NA,NA,500,NA,500, Dissatisfied, Neither satisfied nor dissatisfied, Satisfied, Satisfied, Very satisfied
9/22/2021,-14.7259336,35.3632107,GPS,Mangochi,Chiunda,Chimesya,Chimesya 2,Stepping-up,37,Female,No,NA,Married ,Christian,Farming,"Below K100,000",4,Borehole or tubewell, Partially functional but in need of repair,NA,Yes, Worn out parts,NA,30,No,NA,4,Yes ,NA,NA,NA,NA,500,NA,500, Somewhat satisfied, Satisfied, Satisfied, Satisfied, Very satisfied
9/22/2021,-14.7257166,35.3624978,GPS,Mangochi,Chiunda,Chimesya,Chimesya 2,Stepping-up,33,Male ,Yes,Primary,Married ,Christian,Farming,"Below K100,000",7,Borehole or tubewell,Functional,NA,Don't know,NA,NA,30,No,NA,4,Yes ,NA,NA,NA,NA,500,NA,30, Satisfied, Satisfied, Satisfied, Satisfied, Satisfied
9/22/2021,-15.4879082,35.2923766,GPS,Zomba,Chikowi,Matache,Kukanga,Stepping-up,85,Female,Yes,Primary,Widowed,Christian, Income from piecework or ganyu,"Below K100,000",4,Borehole or tubewell,Functional,NA,No,NA,NA,12,Yes,October,3,Yes ,NA,NA,NA,NA,200,NA,NA, Somewhat satisfied, Somewhat satisfied, Satisfied, Satisfied, Satisfied
9/22/2021,-15.4774434,35.5282797,GPS,Zomba,Mwambo,Chauya,Chitowe,Hanging-in,24,Female,Yes,Primary,Married ,Christian,Farming,"Below K100,000",4,Borehole or tubewell,Functional,NA,No,NA,NA,15,No,NA,5,Yes ,NA,NA,NA,NA,600,NA,350, Very satisfied, Very satisfied, Very satisfied, Very satisfied, Very satisfied
9/22/2021,-15.4777264,35.5243396,GPS,Zomba,Mwambo,Chauya,Chitowe,Stepping-up,11,Male ,Yes,Primary,Married ,Christian, Income from piecework or ganyu,"Below K100,000",5,Borehole or tubewell,Functional,NA,No,NA,NA,20,No,NA,5,Yes ,NA,NA,NA,NA,300,NA,500, Satisfied, Satisfied, Satisfied, Satisfied, Satisfied
9/22/2021,-15.4774308,35.5246283,GPS,Zomba,Mwambo,Chauya,Chitowe,Hanging-in,6,Female,Yes,Primary,Married ,Christian, Income from piecework or ganyu,"Below K100,000",6,Borehole or tubewell,Functional,NA,No,NA,NA,5,No,NA,10,Yes ,NA,NA,NA,NA,3000,NA,1000, Very satisfied, Very satisfied, Very satisfied, Very satisfied, Very satisfied
9/22/2021,-15.4872883,35.2924841,GPS,Zomba,Chikowi,Matache,Kukanga,Stepping-up,97,Female,Yes,Primary,Married ,Muslim,Farming,"Below K100,000",6,Borehole or tubewell,Functional,NA,No,NA,NA,12,No,NA,3,Yes ,NA,NA,NA,NA,1000,NA,NA, Satisfied, Somewhat satisfied, Somewhat satisfied, Somewhat satisfied, Somewhat satisfied
9/22/2021,-15.4779239,35.5240878,GPS,Zomba,Mwambo,Chauya,Chitowe,Stepping-up,10,Female,Yes,Primary,Married ,Christian, Business or trading activities,"Below K100,000",4,Borehole or tubewell,Functional,NA,No,NA,NA,10,No,NA,4,Yes ,NA,NA,NA,NA,300,NA,500, Satisfied, Satisfied, Satisfied, Very satisfied, Satisfied
9/22/2021,-15.4764862,35.5285605,GPS,Zomba,Mwambo,Chauya,Chitowe,Hanging-in,33,Male ,Yes,Primary,Married ,Christian,Farming,"Below K100,000",6,Borehole or tubewell,Functional,NA,No,NA,NA,60,No,NA,4,Yes ,NA,NA,NA,NA,300,NA,500, Dissatisfied,Very Dissatisfied, Somewhat satisfied, Somewhat satisfied, Very satisfied
9/22/2021,-15.4796303,35.5274198,GPS,Zomba,Mwambo,Chauya,Chitowe,Stepping-up,28,Female,Yes,Primary,Married ,Christian,Farming,"Below K100,000",6,Borehole or tubewell,Functional,NA,No,NA,NA,30,Yes,"October, November",3,Yes ,NA,NA,NA,NA,300,NA,200, Very satisfied, Very satisfied, Very satisfied, Very satisfied, Very satisfied
9/22/2021,-15.4796272,35.5275727,GPS,Zomba,Mwambo,Chauya,Chitowe,Hanging-in,23,Female,Yes,Primary,Married ,Christian, Income from piecework or ganyu,"Below K100,000",4,Borehole or tubewell,Functional,NA,No,NA,NA,60,No,NA,2,Yes ,NA,NA,NA,NA,300,NA,300, Very satisfied, Very satisfied, Satisfied, Satisfied, Very satisfied
9/22/2021,-15.4875365,35.2922112,GPS,Zomba,Chikowi,Matache,Kukanga,Stepping-up,21,Female,No,NA,Widowed,Christian, Income from piecework or ganyu,"Below K100,000",4,Borehole or tubewell,Functional,NA,Yes, Low water flow - Low water pressure,NA,13,Yes,October,4,Yes ,NA,NA,NA,NA,200,NA,500, Very satisfied, Very satisfied, Very satisfied, Very satisfied, Very satisfied
9/22/2021,-15.4794825,35.5267311,GPS,Zomba,Mwambo,Chauya,Chitowe,Hanging-in,6,Female,Yes,Primary,Married ,Christian, Income from piecework or ganyu,"Below K100,000",5,Piped supply,Functional,NA,No,NA,NA,7,Yes,October,3,Yes ,NA,NA,NA,NA,500,NA,300, Satisfied, Dissatisfied, Dissatisfied, Satisfied, Very satisfied
9/22/2021,-15.4796154,35.5263164,GPS,Zomba,Mwambo,Chauya,Chitowe,Hanging-in,30,Female,No,NA,Widowed,Christian, Money transfer or cash remittance,"Below K100,000",2,Borehole or tubewell,Functional,NA,No,NA,NA,30,No,NA,1,Yes ,NA,NA,NA,NA,300,NA,200, Very satisfied, Somewhat satisfied, Satisfied, Somewhat satisfied, Very satisfied
9/22/2021,-15.4794446,35.5265821,GPS,Zomba,Mwambo,Chauya,Chitowe,Hanging-in,5,Female,No,NA,Single,Christian,Farming,"Below K100,000",6,Borehole or tubewell,Functional,NA,No,NA,NA,40,No,NA,0,Yes ,NA,NA,NA,NA,600,NA,300, Somewhat dissatisfied, Somewhat satisfied, Very satisfied, Very satisfied, Very satisfied
9/29/2021,-15.4787499,35.5239725,GPS,Zomba,Mwambo,Chauya,Chitowe,Hanging-in,4,Female,Yes,Primary,Married ,Christian,Farming,"Below K100,000",4,Borehole or tubewell,Functional,NA,No,NA,NA,20,No,NA,5,Yes ,NA,NA,NA,NA,300,NA,3000, Very satisfied, Somewhat satisfied, Satisfied, Satisfied, Satisfied
9/22/2021,-15.4900914,35.2931542,GPS,Zomba,Chikowi,Matache,Kukanga,Stepping-out,140,Female,Yes,Secondary,Married ,Muslim, Income from piecework or ganyu,"Below K100,000",5,Borehole or tubewell,Functional,NA,Yes, Low water flow - Low water pressure,NA,20,No,NA,5,Yes ,NA,NA,NA,NA,200,NA,NA, Somewhat satisfied, Somewhat satisfied, Somewhat satisfied, Somewhat satisfied, Somewhat satisfied
9/22/2021,-15.4746339,35.52453,GPS,Zomba,Mwambo,Chauya,Chitowe,Stepping-up,19,Male ,Yes,Secondary,Married ,Muslim, Business or trading activities,"Below K100,000",4,Borehole or tubewell,Functional,NA,No,NA,NA,8,No,NA,3,Yes ,NA,NA,NA,NA,600,NA,500, Very satisfied, Very satisfied, Very satisfied, Very satisfied,Very Dissatisfied
9/22/2021,-15.4954059,35.2918724,GPS,Zomba,Chikowi,Matache,Kukanga,Stepping-up,70,Female,Yes,Primary,Married ,Christian,Farming,"Below K100,000",6,Borehole or tubewell,Functional,NA,No,NA,NA,5,No,NA,6,Yes ,NA,NA,NA,NA,100,NA,NA, Very satisfied, Very satisfied, Very satisfied, Very satisfied, Very satisfied
9/22/2021,-15.49318,35.2900175,GPS,Zomba,Chikowi,Matache,Kukanga,Stepping-up,16,Female,Yes,Primary,Married ,Christian,Farming,"Below K100,000",5,Borehole or tubewell,Functional,NA,No,NA,NA,10,Yes,October,2,Yes ,NA,NA,NA,NA,500,NA,1000, Very satisfied, Very satisfied, Very satisfied, Very satisfied, Very satisfied
9/23/2021,-15.4795379,35.5162659,GPS,Zomba,Mwambo,Chauya,Chauya 1,Stepping-up,1,Female,Yes,Primary,Married ,Muslim,Farming,"Below K100,000",5,Borehole or tubewell,Functional,NA,No,NA,NA,10,No,NA,5,Yes ,NA,NA,NA,NA,200,NA,500, Very satisfied, Very satisfied, Very satisfied,Very Dissatisfied, Very satisfied
9/22/2021,-15.4800079,35.5167495,GPS,Zomba,Mwambo,Chauya,Chauya 1,Hanging-in,13,Female,Yes,Primary,Widowed,Christian, Income from piecework or ganyu,"Below K100,000",5,Borehole or tubewell,Functional,NA,No,NA,NA,30,No,NA,1,Yes ,NA,NA,NA,NA,500,NA,500, Satisfied, Very satisfied, Satisfied, Satisfied, Very satisfied
9/22/2021,-15.4793291,35.5169672,GPS,Zomba,Mwambo,Chauya,Chauya 1,Stepping-up,18,Male ,No,NA,Married ,Christian, Income from piecework or ganyu,"Below K100,000",3,Borehole or tubewell,Functional,NA,No,NA,NA,5,No,NA,3,Yes ,NA,NA,NA,NA,500,NA,500, Satisfied, Satisfied, Satisfied, Satisfied, Very satisfied
9/22/2021,-15.4792301,35.5148336,GPS,Zomba,Mwambo,Chauya,Chauya 1,Stepping-up,34,Female,Yes,Primary,Married ,Christian, Income from piecework or ganyu,"Below K100,000",2,Borehole or tubewell,Functional,NA,No,NA,NA,10,No,NA,3,Yes ,NA,NA,NA,NA,300,NA,200, Very satisfied, Very satisfied, Very satisfied, Very satisfied, Very satisfied
9/22/2021,-15.479905,35.5169212,GPS,Zomba,Mwambo,Chauya,Chauya 1,Hanging-in,14,Female,Yes,Primary,Married ,Christian, Income from piecework or ganyu,"Below K100,000",5,Borehole or tubewell,Functional,NA,No,NA,NA,15,No,NA,6,Yes ,NA,NA,NA,NA,300,NA,300, Very satisfied, Very satisfied, Very satisfied, Very satisfied, Very satisfied
